"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","probabilities","W1Day1","W1Day2","W1Day3","W1Day4","W1Day5","W1Day6","W1Day7","W2Day1","W2Day2","W2Day3","W2Day4","W2Day5","W2Day6","W2Day7","W3Day1","W3Day2","W3Day3","W3Day4","W3Day5","W3Day6","W3Day7","W4Day1","W4Day2","W4Day3","W4Day4","W4Day5","W4Day6","W4Day7","W5Day1","W5Day2","W5Day3","W5Day4","W5Day5","W5Day6","W5Day7","W6Day1","W6Day2","W6Day3","W6Day4","W6Day5","W6Day6","W6Day7","W7Day1","W7Day2","W7Day3","W7Day4","W7Day5","W7Day6","W7Day7","W8Day1","W8Day2","W8Day3","W8Day4","W8Day5","W8Day6","W8Day7","W9Day1","W9Day2","W9Day3","W9Day4","W9Day5","W9Day6","W9Day7","W10Day1","W10Day2","W10Day3","W10Day4","W10Day5","W10Day6","W10Day7","W11Day1","W11Day2","W11Day3","W11Day4","W11Day5","W11Day6","W11Day7","W12Day1","W12Day2","W12Day3","W12Day4","W12Day5","W12Day6","W12Day7","W13Day1","W13Day2","W13Day3","W13Day4","W13Day5","W13Day6","W13Day7"
"7862",7862,1.07780546555296,1.70120297558606,0.0315410457551479,1.04304665420204,1.41271591326222,1.24614347564057,1.11423081066459,1,0,2.16314214534456,0.185080627098392,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"7863",7863,1.47794337105006,0.315164099447429,1.02899966668338,1.12496105441824,1.71766881179065,1.73600531043485,0.410002755001187,1,0,3.19985809145014,0.522059823146468,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"7864",7864,0.168970300350338,1.32501056138426,1.58518134849146,1.70645457832143,1.03950581653044,1.00223624426872,0.0686034043319523,0,1,0.410756028154277,0.226266610112558,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"7865",7865,0.760324904695153,1.32542001036927,1.25953029794618,1.44419383443892,1.31141093466431,0.236684204079211,0.549332805909216,1,1,1.39852426406506,0.131456862062865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"7866",7866,1.42538549657911,1.10361460689455,1.93134335661307,1.44178063888103,1.37180071417242,0.0114090307615697,0.725209665484726,0,1,2.94846749742098,0.114725854884966,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"7867",7867,0.457109735812992,0.339988957159221,1.27858519321308,1.48765987716615,1.85860492521897,0.0380263449624181,1.01072445092723,1,0,1.04465131820083,0.956465080652104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7868",7868,0.821114890277386,0.557540763169527,0.490025816950947,0.0152374007739127,1.98046988248825,0.566419141367078,0.829898877069354,1,0,1.65911393164463,0.870074817603476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7869",7869,1.09365046303719,1.60787635855377,0.161681211087853,0.147588985972106,0.1312201381661,1.62368941353634,0.94095075968653,1,0,2.23791472218416,0.181352260168354,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"7870",7870,0.856454050168395,1.17379278037697,1.90566428471357,1.32444686628878,1.7601316254586,1.14575424324721,0.931051590945572,1,1,1.72322480183582,0.164543291506759,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7871",7871,0.944363702554256,1.54640323715284,1.24458278529346,1.42694021901116,1.64880833216012,0.158957358449697,1.90923408558592,0,0,1.68610872513038,0.355276528297447,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"7872",7872,1.75090369675308,1.12256114277989,0.733926129061729,0.528090886306018,1.58611270878464,1.98361368430778,1.25514943059534,0,0,3.628789908991,0.104471589817158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7873",7873,0.529266935307533,1.83071487536654,1.34231190895662,0.0393395191058517,1.41131281713024,0.429103479254991,1.67063533887267,1,1,1.05922690506573,0.0314914701193953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7874",7874,0.441566429100931,0.907566819339991,0.742069468833506,1.84613447217271,0.868921511340886,1.08750543510541,1.37640712875873,1,1,0.988283750162402,0.310059359820349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7875",7875,1.58848364837468,1.51201114989817,1.35351375350729,1.36775262327865,0.829178133048117,1.00025176769122,1.90645997412503,1,0,3.30974664939116,0.0706260561741386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"7876",7876,0.382226408924907,0.259430528618395,0.165279004257172,1.41512279119343,1.89133412810043,1.06778670521453,0.530693457927555,1,1,0.736287969470399,0.540798601016214,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
"7877",7877,0.962860755156726,1.36946377996355,1.83590104011819,1.02058369619772,0.553203224670142,1.78598665678874,1.88187018688768,1,0,1.80917210739652,0.451615938804114,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0
"7878",7878,1.13302783900872,1.98995736474171,0.432062445674092,1.59012867184356,0.62454276252538,1.05469023482874,0.938366342335939,0,1,2.31490153410594,0.00894075381143127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7879",7879,1.74936608783901,0.0542061044834554,0.169948092661798,0.260634203907102,1.20644766790792,1.20328566292301,1.31429056450725,1,0,3.40843781532917,0.334384557578864,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
"7880",7880,0.730566156096756,1.297749416437,0.0939276306889951,1.97498715063557,1.66043580789119,0.458152204751968,1.66388707002625,0,1,1.50320349386937,0.134837359093647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7881",7881,1.34925069101155,1.76536692632362,1.3654777193442,1.77338255103678,0.553826361428946,1.0550290425308,0.687052635941654,0,1,2.88131303173452,0.0200152697832262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7882",7882,1.58292138110846,0.727872772607952,1.8594414209947,1.53276691166684,0.12187428958714,0.69538052007556,1.80200560390949,1,0,3.15683543520137,0.326232702326429,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"7883",7883,0.0952478684484959,0.165901200845838,1.70778984669596,0.980727109592408,0.930332255084068,1.33559959940612,0.674202774185687,1,1,0.220213772989812,0.580987860592478,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
"7884",7884,1.47911416832358,0.2813003025949,1.86957758385688,1.93348523089662,1.79078633990139,0.249575123656541,0.342287940904498,0,0,2.87471494655298,0.512947274201506,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
"7885",7885,1.43067848309875,1.54175503784791,1.61142643680796,1.29069845518097,1.43739491747692,1.79650352429599,0.744756408967078,1,0,2.90310161860739,0.0950103221670959,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"7886",7886,0.615801699925214,0.725069898180664,1.27824841346592,0.334070020820946,1.64194316463545,1.16986636212096,1.51575233181939,0,0,1.3094671881019,0.893900651743828,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
"7887",7887,1.9187968946062,1.46243213862181,0.782023950479925,0.568900763522834,0.820837422739714,0.800041692797095,0.468499620445073,1,0,3.82121070456395,0.0409155843649083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7888",7888,1.91338856751099,1.77473655715585,1.34004168957472,1.51313229138032,1.7834218298085,0.979264846071601,1.82111625047401,1,1,3.89584124229095,0.00883718492089853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7889",7889,1.5810838053003,0.281397660728544,1.14764451235533,0.0283868592232466,0.848482391331345,1.56303586205468,0.75442769145593,0,0,3.24883859325021,0.422868816016032,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0
"7890",7890,0.31668088817969,0.925611674785614,1.27336953440681,1.86003313958645,1.49636676721275,1.88534105522558,0.698848273139447,1,1,0.63688520321885,0.344544945157609,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
"7891",7891,1.46673578256741,1.41308201430365,0.205669704824686,1.95863251760602,1.73897551139817,0.781214115209877,0.578910983167589,1,1,2.94818797311615,0.04502779355176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7892",7892,1.23760553775355,0.345422646496445,0.355823762714863,1.35238334769383,0.259727343916893,0.248081293422729,0.670065722428262,1,0,2.62620664422273,0.669010139972167,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
"7893",7893,1.79979810724035,0.975815291516483,1.43552789930254,1.42724126111716,0.920619387179613,1.18729612277821,1.24148201290518,1,1,3.59347095990327,0.0998103203083043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7894",7894,0.295615101233125,0.230266173370183,0.623016313184053,0.144483027979732,1.31266006547958,1.23022948019207,0.265095184091479,0,0,0.499406057623264,0.968481044631408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"7895",7895,0.740820071194321,1.32518037594855,1.71948978072032,1.97197657031938,0.483226435724646,1.42723165173084,1.30744463717565,0,0,1.48471854745815,0.648267338790223,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1
"7896",7896,1.84528662078083,1.79610490985215,0.925619889050722,1.21059232577682,0.365881879348308,1.8419615123421,1.96358168218285,0,0,3.75861532235004,0.0151686188605279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7897",7897,1.43727319687605,1.43641490349546,1.43595611583441,1.52820032695308,1.47732112603262,1.30533006973565,1.09607882844284,0,0,2.94495153539682,0.106080414533521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7898",7898,0.813880078494549,0.0642103995196521,0.501915337517858,0.671527817845345,1.52368579059839,1.29498466663063,1.57233005017042,1,0,1.59856512397435,0.899928830935391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"7899",7899,0.0273685054853559,1.00217951089144,1.35285780811682,0.347224288620055,0.717151628807187,1.93127566901967,1.37851722398773,0,0,0.125967456170854,0.96727556314581,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"7900",7900,0.046029329765588,1.31638803519309,1.721902158577,1.19430557452142,0.694495032541454,1.47885137144476,0.866220447700471,1,0,0.0185280983826322,0.932282516253943,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"7901",7901,0.153607612475753,1.25995653448626,0.495837648399174,0.963424047920853,1.21380478469655,1.45782331377268,0.913541918154806,0,0,0.301741293424229,0.923549996110972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"7902",7902,0.360512607730925,0.776019213255495,0.33951107179746,0.392040969338268,0.0301040788181126,0.024039029609412,1.78571627428755,0,1,0.7661718877695,0.361394373533228,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"7903",7903,0.31903141271323,0.541419470217079,0.056180777028203,1.94013181561604,1.84274034528062,0.693764901719987,0.712783978786319,0,0,0.570859482403764,0.963875953073743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"7904",7904,0.545970973558724,0.065485225059092,0.891395220998675,0.622665818314999,0.0435896143317223,1.6906071389094,1.68173687625676,0,1,1.16572898818856,0.500837435206529,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
"7905",7905,1.77707526786253,1.56953711016104,0.509967663791031,0.742927476298064,0.0794734973460436,0.920165437273681,0.355631547980011,0,0,3.59191655397017,0.0350656376428209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7906",7906,1.26074426574633,1.31660966994241,1.9306063791737,0.814052936155349,1.69987197639421,1.94486445374787,0.121415080502629,0,0,2.47291352593612,0.241223189472633,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7907",7907,1.11484058620408,0.890457271598279,0.571381723508239,1.06240759138018,1.70660664746538,1.96764331916347,0.84619942586869,1,1,2.18612936517169,0.213352380820427,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"7908",7908,0.498619478661567,1.48665049672127,1.98314677318558,0.591826113406569,1.70014261268079,1.34604819538072,1.11557404277846,1,0,1.08226238132905,0.67564145966399,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1
"7909",7909,1.06829884974286,0.510282321367413,1.293130827602,1.09004636202008,1.88369289506227,0.391494287643582,0.49164662277326,1,0,2.18765575093949,0.714534734186532,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1
"7910",7910,0.462892246898264,0.24251651391387,0.798081493005157,0.919768809340894,1.72409250633791,1.93164535611868,0.212139059323817,1,1,0.942263518611844,0.483908897096092,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"7911",7911,0.265776057727635,1.73321665311232,0.790275000967085,0.625768890604377,1.62634384585544,1.92679069377482,0.254675309173763,0,1,0.848711007448057,0.0572075910315883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
